name,difficulty,likes,disslikes,isSolved
set-intersection-size-at-least-two,Hard,582,67,0
bold-words-in-string,Medium,251,121,0
employee-free-time,Hard,1659,111,0
find-anagram-mappings,Easy,511,203,0
special-binary-string,Hard,606,185,0
partition-labels,Medium,8900,337,0
largest-plus-sign,Medium,1258,206,0
couples-holding-hands,Hard,1974,97,0
reorganize-string,Medium,5676,195,0
max-chunks-to-make-sorted-ii,Hard,1522,44,0
max-chunks-to-make-sorted,Medium,2336,206,0
basic-calculator-iv,Hard,135,1309,0
basic-calculator-iii,Hard,985,263,0
sliding-puzzle,Hard,1752,45,0
minimize-max-distance-to-gas-station,Hard,614,88,0
global-and-local-inversions,Medium,1478,344,0
split-bst,Medium,942,96,0
swap-adjacent-in-lr-string,Medium,1035,846,0
swim-in-rising-water,Hard,2709,178,0
k-th-symbol-in-grammar,Medium,2270,277,0
reaching-points,Hard,1172,189,0
rabbits-in-forest,Medium,937,528,0
transform-to-chessboard,Hard,316,289,0
letter-case-permutation,Medium,3969,150,0
is-graph-bipartite,Medium,5859,294,0
k-th-smallest-prime-fraction,Medium,966,44,0
cheapest-flights-within-k-stops,Medium,6282,287,0
rotated-digits,Medium,633,1809,0
escape-the-ghosts,Medium,184,20,0
domino-and-tromino-tiling,Medium,1804,634,0
custom-sort-string,Medium,2344,307,0
number-of-matching-subsequences,Medium,4847,205,0
preimage-size-of-factorial-zeroes-function,Hard,351,81,0
valid-tic-tac-toe-state,Medium,474,1068,0
number-of-subarrays-with-bounded-maximum,Medium,1916,105,0
all-paths-from-source-to-target,Medium,5321,126,0
smallest-rotation-with-highest-score,Hard,447,34,0
champagne-tower,Medium,2518,137,0
similar-rgb-color,Easy,100,650,0
minimum-swaps-to-make-sequences-increasing,Hard,2361,130,0
find-eventual-safe-states,Medium,3117,350,0
bricks-falling-when-hit,Hard,941,177,0
split-array-with-same-average,Hard,1038,124,0
max-increase-to-keep-city-skyline,Medium,2084,463,0
soup-servings,Medium,303,829,0
expressive-words,Medium,769,1766,0
chalkboard-xor-game,Hard,164,253,0
subdomain-visit-count,Medium,1322,1230,0
largest-triangle-area,Easy,441,1469,0
largest-sum-of-averages,Medium,1761,90,0
binary-tree-pruning,Medium,4052,106,0
bus-routes,Hard,2718,72,0
ambiguous-coordinates,Medium,283,620,0
linked-list-components,Medium,831,1947,0
race-car,Hard,1565,152,0
short-encoding-of-words,Medium,1634,628,0
card-flipping-game,Medium,135,670,0
binary-trees-with-factors,Medium,2428,175,0
friends-of-appropriate-ages,Medium,610,1104,0
most-profit-assigning-work,Medium,1185,118,0
making-a-large-island,Hard,2833,56,0
count-unique-characters-of-all-substrings-of-a-given-string,Hard,1816,237,0
consecutive-numbers-sum,Hard,1180,1324,0
masking-personal-information,Medium,134,412,0
find-and-replace-in-string,Medium,993,894,0
sum-of-distances-in-tree,Hard,3087,66,0
image-overlap,Medium,1190,428,0
rectangle-overlap,Easy,1692,418,0
new-21-game,Medium,1040,701,0
push-dominoes,Medium,3050,183,0
similar-string-groups,Hard,1012,179,0
magic-squares-in-grid,Medium,280,1516,0
keys-and-rooms,Medium,3909,196,0
split-array-into-fibonacci-sequence,Medium,952,276,0
guess-the-word,Hard,1338,1598,0
longest-mountain-in-array,Medium,2293,65,0
hand-of-straights,Medium,1752,137,0
shortest-path-visiting-all-nodes,Hard,2982,136,0
shifting-letters,Medium,1113,109,0
maximize-distance-to-closest-person,Medium,2846,181,0
rectangle-area-ii,Hard,866,56,0
loud-and-rich,Medium,873,655,0
peak-index-in-a-mountain-array,Medium,4257,1756,0
car-fleet,Medium,2053,516,0
k-similar-strings,Hard,972,56,0
exam-room,Medium,1106,421,0
score-of-parentheses,Medium,4815,162,0
minimum-cost-to-hire-k-workers,Hard,1874,233,0
mirror-reflection,Medium,1032,2464,0
buddy-strings,Easy,1682,1074,0
score-after-flipping-matrix,Medium,1282,170,0
shortest-subarray-with-sum-at-least-k,Hard,3508,93,0
all-nodes-distance-k-in-binary-tree,Medium,7825,156,0
shortest-path-to-get-all-keys,Hard,914,39,0
smallest-subtree-with-all-the-deepest-nodes,Medium,2251,342,0
prime-palindrome,Medium,355,747,0
advantage-shuffle,Medium,1404,88,0
minimum-number-of-refueling-stops,Hard,4160,76,0
length-of-longest-fibonacci-subsequence,Medium,1726,61,0
walking-robot-simulation,Medium,133,21,0
koko-eating-bananas,Medium,5593,259,0
stone-game,Medium,2395,2325,0
nth-magical-number,Hard,1087,144,0
profitable-schemes,Hard,558,45,0
decoded-string-at-index,Medium,1274,200,0
boats-to-save-people,Medium,3515,93,0
reachable-nodes-in-subdivided-graph,Hard,647,208,0
spiral-matrix-iii,Medium,658,689,0
possible-bipartition,Medium,2866,66,0
super-egg-drop,Hard,3015,150,0
fair-candy-swap,Easy,1614,294,0
construct-binary-tree-from-preorder-and-postorder-traversal,Medium,2309,96,0
find-and-replace-pattern,Medium,3488,157,0
sum-of-subsequence-widths,Hard,607,160,0
groups-of-special-equivalent-strings,Medium,465,1433,0
all-possible-full-binary-trees,Medium,3308,233,0
maximum-frequency-stack,Hard,4115,62,0
bitwise-ors-of-subarrays,Medium,1171,192,0
orderly-queue,Hard,1584,581,0
rle-iterator,Medium,623,164,0
online-stock-span,Medium,4756,306,0
numbers-at-most-n-given-digit-set,Hard,1167,94,0
valid-permutations-for-di-sequence,Hard,631,38,0
fruit-into-baskets,Medium,1826,129,0
super-palindromes,Hard,319,392,0
sum-of-subarray-minimums,Medium,5671,393,0
snakes-and-ladders,Medium,1067,278,0
smallest-range-ii,Medium,1374,394,0
online-election,Medium,819,575,0
sort-an-array,Medium,3048,586,0
cat-and-mouse,Hard,757,127,0
x-of-a-kind-in-a-deck-of-cards,Easy,1488,364,0
partition-array-into-disjoint-intervals,Medium,1373,70,0
word-subsets,Medium,2506,210,0
maximum-sum-circular-subarray,Medium,3930,181,0
complete-binary-tree-inserter,Medium,902,85,0
number-of-music-playlists,Hard,844,86,0
minimum-add-to-make-parentheses-valid,Medium,3105,167,0
3sum-with-multiplicity,Medium,2412,287,0
minimize-malware-spread,Hard,775,472,0
long-pressed-name,Easy,1973,284,0
flip-string-to-monotone-increasing,Medium,2312,102,0
three-equal-parts,Hard,743,113,0
minimize-malware-spread-ii,Hard,547,78,0
unique-email-addresses,Easy,2104,266,0
binary-subarrays-with-sum,Medium,1775,59,0
beautiful-array,Medium,903,1330,0
shortest-bridge,Medium,3346,145,0
knight-dialer,Medium,1845,377,0
stamping-the-sequence,Hard,1439,213,0
reorder-data-in-log-files,Medium,1929,4249,0
minimum-area-rectangle,Medium,1699,258,0
distinct-subsequences-ii,Hard,1364,29,0
di-string-match,Easy,2010,802,0
find-the-shortest-superstring,Hard,1205,134,0
minimum-increment-to-make-array-unique,Medium,1329,48,0
validate-stack-sequences,Medium,3889,68,0
most-stones-removed-with-same-row-or-column,Medium,4344,592,0
bag-of-tokens,Medium,2109,412,0
largest-time-for-given-digits,Medium,617,962,0
reveal-cards-in-increasing-order,Medium,2139,306,0
flip-equivalent-binary-trees,Medium,1926,87,0
largest-component-size-by-common-factor,Hard,1410,87,0
array-of-doubled-pairs,Medium,1305,132,0
delete-columns-to-make-sorted-ii,Medium,544,79,0
tallest-billboard,Hard,807,28,0
prison-cells-after-n-days,Medium,1349,1636,0
check-completeness-of-a-binary-tree,Medium,2305,32,0
regions-cut-by-slashes,Medium,2554,484,0
delete-columns-to-make-sorted-iii,Hard,498,11,0
maximum-width-ramp,Medium,1379,43,0
minimum-area-rectangle-ii,Medium,337,424,0
least-operators-to-express-number,Hard,279,66,0
vowel-spellchecker,Medium,373,767,0
numbers-with-same-consecutive-differences,Medium,2570,187,0
binary-tree-cameras,Hard,4609,62,0
pancake-sorting,Medium,1247,1350,0
powerful-integers,Medium,295,69,0
flip-binary-tree-to-match-preorder-traversal,Medium,823,255,0
equal-rational-numbers,Hard,78,198,0
k-closest-points-to-origin,Medium,6911,251,0
subarray-sums-divisible-by-k,Medium,3848,151,0
odd-even-jump,Hard,1663,432,0
largest-perimeter-triangle,Easy,2491,348,0
longest-turbulent-subarray,Medium,1533,185,0
distribute-coins-in-binary-tree,Medium,4310,143,0
unique-paths-iii,Hard,3475,149,0
time-based-key-value-store,Medium,3692,347,0
triples-with-bitwise-and-equal-to-zero,Hard,326,198,0
minimum-cost-for-tickets,Medium,5374,91,0
string-without-aaa-or-bbb,Medium,609,346,0
sum-of-even-numbers-after-queries,Medium,1911,312,0
interval-list-intersections,Medium,4849,95,0
smallest-string-starting-from-leaf,Medium,1354,193,0
add-to-array-form-of-integer,Easy,1677,163,0
satisfiability-of-equality-equations,Medium,3212,48,0
broken-calculator,Medium,2433,198,0
subarrays-with-k-different-integers,Hard,3835,55,0
rotting-oranges,Medium,9139,321,0
minimum-number-of-k-consecutive-bit-flips,Hard,970,55,0
number-of-squareful-arrays,Hard,804,34,0
find-the-town-judge,Easy,4128,304,0
maximum-binary-tree-ii,Medium,433,712,0
minimum-cost-to-merge-stones,Hard,1983,94,0
grid-illumination,Hard,505,126,0
check-if-word-is-valid-after-substitutions,Medium,737,454,0
max-consecutive-ones-iii,Medium,5627,66,0
maximize-sum-of-array-after-k-negations,Easy,1197,94,0
clumsy-factorial,Medium,252,277,0
minimum-domino-rotations-for-equal-row,Medium,2630,242,0
construct-binary-search-tree-from-preorder-traversal,Medium,4765,64,0
pairs-of-songs-with-total-durations-divisible-by-60,Medium,3648,141,0
capacity-to-ship-packages-within-d-days,Medium,5566,117,0
numbers-with-repeated-digits,Hard,541,68,0
partition-array-into-three-parts-with-equal-sum,Easy,1370,133,0
best-sightseeing-pair,Medium,2128,47,0
smallest-integer-divisible-by-k,Medium,1025,831,0
binary-string-with-substrings-representing-1-to-n,Medium,291,490,0
convert-to-base-2,Medium,414,255,0
binary-prefix-divisible-by-5,Easy,604,157,0
next-greater-node-in-linked-list,Medium,2644,104,0
number-of-enclaves,Medium,1952,39,0
remove-outermost-parentheses,Easy,1742,1320,0
camelcase-matching,Medium,690,254,0
video-stitching,Medium,1427,50,0
divisor-game,Easy,1676,3569,0
longest-arithmetic-subsequence,Medium,2605,121,0
two-city-scheduling,Medium,4076,303,0
maximum-sum-of-two-non-overlapping-subarrays,Medium,2121,74,0
stream-of-characters,Hard,1644,176,0
moving-stones-until-consecutive,Medium,175,618,0
coloring-a-border,Medium,552,726,0
uncrossed-lines,Medium,1921,28,0
escape-a-large-maze,Hard,535,152,0
binary-search-tree-to-greater-sum-tree,Medium,3143,143,0
minimum-score-triangulation-of-polygon,Medium,1355,133,0
moving-stones-until-consecutive-ii,Medium,324,538,0
robot-bounded-in-circle,Medium,3328,645,0
flower-planting-with-no-adjacent,Medium,1073,682,0
partition-array-for-maximum-sum,Medium,2911,214,0
longest-duplicate-substring,Hard,1932,364,0
customers-who-bought-all-products,Medium,226,39,0
longest-string-chain,Medium,5530,216,0
last-stone-weight-ii,Medium,2539,89,0
actors-and-directors-who-cooperated-at-least-three-times,Easy,383,35,0
grumpy-bookstore-owner,Medium,1362,113,0
previous-permutation-with-one-swap,Medium,334,28,0
distant-barcodes,Medium,1009,42,0
shortest-way-to-form-string,Medium,1032,60,0
confusing-number,Easy,179,96,0
campus-bikes,Medium,890,166,0
minimize-rounding-error-to-meet-target,Medium,136,135,0
all-paths-from-source-lead-to-destination,Medium,615,265,0
missing-element-in-sorted-array,Medium,1441,57,0
lexicographically-smallest-equivalent-string,Medium,250,17,0
longest-repeating-substring,Medium,580,40,0
number-of-valid-subarrays,Hard,202,9,0
fixed-point,Easy,382,61,0
index-pairs-of-a-string,Easy,257,85,0
campus-bikes-ii,Medium,733,67,0
digit-count-in-range,Hard,75,21,0
product-sales-analysis-i,Easy,104,125,0
product-sales-analysis-ii,Easy,68,166,0
product-sales-analysis-iii,Medium,84,327,0
flip-columns-for-maximum-number-of-equal-rows,Medium,621,46,0
adding-two-negabinary-numbers,Medium,263,98,0
number-of-submatrices-that-sum-to-target,Hard,2813,63,0
project-employees-i,Easy,98,71,0
project-employees-ii,Easy,177,54,0
project-employees-iii,Medium,219,8,0
occurrences-after-bigram,Easy,388,313,0
letter-tile-possibilities,Medium,2034,56,0
insufficient-nodes-in-root-to-leaf-paths,Medium,535,629,0
smallest-subsequence-of-distinct-characters,Medium,2010,161,0
sales-analysis-i,Easy,168,66,0
sales-analysis-ii,Easy,225,42,0
sales-analysis-iii,Easy,451,100,0
sum-of-digits-in-the-minimum-number,Easy,100,144,0
high-five,Easy,733,115,0
brace-expansion,Medium,585,48,0
confusing-number-ii,Hard,399,121,0
largest-values-from-labels,Medium,352,586,0
shortest-path-in-binary-matrix,Medium,4211,176,0
shortest-common-supersequence,Hard,3302,53,0
statistics-from-a-large-sample,Medium,77,76,0
car-pooling,Medium,3747,80,0
find-in-mountain-array,Hard,1677,68,0
brace-expansion-ii,Hard,425,257,0
game-play-analysis-v,Hard,147,28,0
unpopular-books,Medium,171,509,0
two-sum-less-than-k,Easy,972,111,0
find-k-length-substrings-with-no-repeated-characters,Medium,474,9,0
the-earliest-moment-when-everyone-become-friends,Medium,734,19,0
path-with-maximum-minimum-value,Medium,1150,114,0
distribute-candies-to-people,Easy,789,181,0
path-in-zigzag-labelled-binary-tree,Medium,1223,289,0
filling-bookcase-shelves,Medium,1487,97,0
parsing-a-boolean-expression,Hard,822,44,0
new-users-daily-count,Medium,127,139,0
corporate-flight-bookings,Medium,1266,148,0
delete-nodes-and-return-forest,Medium,3231,100,0
maximum-nesting-depth-of-two-valid-parentheses-strings,Medium,347,1437,0
highest-grade-for-each-student,Medium,238,12,0
reported-posts,Easy,82,334,0
print-in-order,Easy,1150,182,0
print-foobar-alternately,Medium,545,44,0
print-zero-even-odd,Medium,392,274,0
building-h2o,Medium,392,106,0
number-of-days-in-a-month,Easy,32,148,0
remove-vowels-from-a-string,Easy,299,108,0
maximum-average-subtree,Medium,735,32,0
divide-array-into-increasing-sequences,Hard,104,26,0
lowest-common-ancestor-of-deepest-leaves,Medium,1571,772,0
longest-well-performing-interval,Medium,1158,98,0
user-purchase-platform,Hard,150,117,0
number-of-equivalent-domino-pairs,Easy,551,279,0
shortest-path-with-alternating-colors,Medium,1654,82,0
minimum-cost-tree-from-leaf-values,Medium,3671,243,0
maximum-of-absolute-value-expression,Medium,535,365,0
reported-posts-ii,Medium,134,490,0
largest-unique-number,Easy,250,16,0
armstrong-number,Easy,172,18,0
connecting-cities-with-minimum-cost,Medium,992,57,0
parallel-courses,Medium,855,22,0
alphabet-board-path,Medium,741,151,0
largest-1-bordered-square,Medium,597,90,0
stone-game-ii,Medium,1562,276,0
user-activity-for-the-past-30-days-i,Easy,254,389,0
user-activity-for-the-past-30-days-ii,Easy,86,328,0
longest-common-subsequence,Medium,9001,103,0
decrease-elements-to-make-array-zigzag,Medium,359,154,0
binary-tree-coloring-game,Medium,1144,195,0
snapshot-array,Medium,2031,291,0
longest-chunked-palindrome-decomposition,Hard,526,25,0
article-views-i,Easy,297,29,0
article-views-ii,Medium,108,27,0
check-if-a-number-is-majority-element-in-a-sorted-array,Easy,348,34,0
minimum-swaps-to-group-all-1s-together,Medium,1055,14,0
analyze-user-website-visit-pattern,Medium,442,3406,0
string-transforms-into-another-string,Hard,837,322,0
number-of-dice-rolls-with-target-sum,Medium,3660,115,0
swap-for-longest-repeated-character-substring,Medium,838,77,0
online-majority-element-in-subarray,Hard,539,52,0
market-analysis-i,Medium,383,54,0
market-analysis-ii,Hard,100,46,0
maximum-level-sum-of-a-binary-tree,Medium,1754,65,0
as-far-from-land-as-possible,Medium,2366,69,0
last-substring-in-lexicographical-order,Hard,501,431,0
product-price-at-a-given-date,Medium,325,94,0
single-row-keyboard,Easy,446,19,0
design-file-system,Medium,468,51,0
minimum-cost-to-connect-sticks,Medium,1133,150,0
optimize-water-distribution-in-a-village,Hard,957,34,0
invalid-transactions,Medium,394,1893,0
compare-strings-by-frequency-of-the-smallest-character,Medium,574,930,0
remove-zero-sum-consecutive-nodes-from-linked-list,Medium,1737,80,0
dinner-plate-stacks,Hard,388,55,0
immediate-food-delivery-i,Easy,188,10,0
immediate-food-delivery-ii,Medium,112,52,0
prime-arrangements,Easy,308,425,0
diet-plan-performance,Easy,140,270,0
can-make-palindrome-from-substring,Medium,633,246,0
number-of-valid-words-for-each-puzzle,Hard,1159,78,0
reformat-department-table,Easy,552,437,0
count-substrings-with-only-one-distinct-letter,Easy,298,47,0
before-and-after-puzzle,Medium,69,146,0
shortest-distance-to-target-color,Medium,473,20,0
maximum-number-of-ones,Hard,106,10,0
maximum-subarray-sum-with-one-deletion,Medium,1466,52,0
make-array-strictly-increasing,Hard,752,18,0
design-bounded-blocking-queue,Medium,468,39,0
reverse-substrings-between-each-pair-of-parentheses,Medium,1545,41,0
k-concatenation-maximum-sum,Medium,1148,94,0
critical-connections-in-a-network,Hard,5051,168,0
monthly-transactions-i,Medium,162,25,0
tournament-winners,Hard,117,51,0
fizz-buzz-multithreaded,Medium,447,328,0
how-many-apples-can-you-put-into-the-basket,Easy,172,14,0
minimum-knight-moves,Medium,1344,378,0
find-smallest-common-element-in-all-rows,Medium,495,26,0
minimum-time-to-build-blocks,Hard,155,22,0
ugly-number-iii,Medium,972,447,0
smallest-string-with-swaps,Medium,3179,109,0
sort-items-by-groups-respecting-dependencies,Hard,731,100,0
last-person-to-fit-in-the-bus,Medium,234,19,0
monthly-transactions-ii,Medium,127,467,0
design-skiplist,Hard,522,63,0
get-equal-substrings-within-budget,Medium,826,53,0
remove-all-adjacent-duplicates-in-string-ii,Medium,4812,87,0
minimum-moves-to-reach-target-with-rotations,Hard,231,65,0
queries-quality-and-percentage,Easy,118,174,0
team-scores-in-football-tournament,Medium,261,22,0
intersection-of-three-sorted-arrays,Easy,512,24,0
two-sum-bsts,Medium,440,44,0
stepping-numbers,Medium,171,17,0
valid-palindrome-iii,Hard,624,7,0
minimum-cost-to-move-chips-to-the-same-position,Easy,1856,237,0
longest-arithmetic-subsequence-of-given-difference,Medium,1292,47,0
path-with-maximum-gold,Medium,2286,59,0
count-vowels-permutation,Hard,2427,162,0
queens-that-can-attack-the-king,Medium,793,137,0
dice-roll-simulation,Hard,802,182,0
maximum-equal-frequency,Hard,450,52,0
report-contiguous-dates,Hard,256,20,0
the-dining-philosophers,Medium,240,251,0
airplane-seat-assignment-probability,Medium,455,778,0
missing-number-in-arithmetic-progression,Easy,266,36,0
meeting-scheduler,Medium,801,30,0
toss-strange-coins,Medium,261,27,0
divide-chocolate,Hard,827,49,0
remove-sub-folders-from-the-filesystem,Medium,680,92,0
replace-the-substring-for-balanced-string,Medium,939,178,0
maximum-profit-in-job-scheduling,Hard,4754,55,0
web-crawler,Medium,209,246,0
find-positive-integer-solution-for-a-given-equation,Medium,410,1279,0
circular-permutation-in-binary-representation,Medium,315,171,0
maximum-length-of-a-concatenated-string-with-unique-characters,Medium,3237,227,0
tiling-a-rectangle-with-the-fewest-squares,Hard,575,527,0
number-of-comments-per-post,Easy,146,463,0
web-crawler-multithreaded,Medium,448,76,0
array-transformation,Easy,126,63,0
design-a-leaderboard,Medium,642,86,0
tree-diameter,Medium,698,17,0
palindrome-removal,Hard,283,13,0
minimum-swaps-to-make-strings-equal,Medium,1077,226,0
count-number-of-nice-subarrays,Medium,2391,54,0
minimum-remove-to-make-valid-parentheses,Medium,5454,102,0
check-if-it-is-a-good-array,Hard,355,321,0
average-selling-price,Easy,276,30,0
reconstruct-a-2-row-binary-matrix,Medium,374,27,0
number-of-closed-islands,Medium,2588,60,0
maximum-score-words-formed-by-letters,Hard,896,46,0
encode-number,Medium,67,229,0
smallest-common-region,Medium,377,29,0
synonymous-sentences,Medium,302,129,0
handshakes-that-dont-cross,Hard,129,10,0
shift-2d-grid,Easy,1528,318,0
find-elements-in-a-contaminated-binary-tree,Medium,793,90,0
greatest-sum-divisible-by-three,Medium,1455,36,0
minimum-moves-to-move-a-box-to-their-target-location,Hard,731,52,0
page-recommendations,Medium,192,17,0
print-immutable-linked-list-in-reverse,Medium,501,91,0
minimum-time-visiting-all-points,Easy,1356,173,0
count-servers-that-communicate,Medium,1062,76,0
search-suggestions-system,Medium,3912,190,0
number-of-ways-to-stay-in-the-same-place-after-some-steps,Hard,649,35,0
all-people-report-to-the-given-manager,Medium,341,24,0
hexspeak,Easy,62,110,0
remove-interval,Medium,372,26,0
delete-tree-nodes,Medium,205,60,0
number-of-ships-in-a-rectangle,Hard,457,52,0
number-of-burgers-with-no-waste-of-ingredients,Medium,259,209,0
count-square-submatrices-with-all-ones,Medium,3993,67,0
palindrome-partitioning-iii,Hard,914,15,0
traffic-light-controlled-intersection,Easy,60,286,0
students-and-examinations,Easy,312,48,0
group-the-people-given-the-group-size-they-belong-to,Medium,1365,509,0
find-the-smallest-divisor-given-a-threshold,Medium,1802,163,0
minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,Hard,792,80,0
find-the-start-and-end-number-of-continuous-ranges,Medium,447,27,0
iterator-for-combination,Medium,1244,99,0
remove-covered-intervals,Medium,2015,51,0
minimum-falling-path-sum-ii,Hard,1247,76,0
sequential-digits,Medium,1824,108,0
maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,Medium,935,79,0
shortest-path-in-a-grid-with-obstacles-elimination,Hard,3903,70,0
weather-type-in-each-country,Easy,114,24,0
divide-array-in-sets-of-k-consecutive-numbers,Medium,1378,94,0
maximum-number-of-occurrences-of-a-substring,Medium,779,337,0
maximum-candies-you-can-get-from-boxes,Hard,231,125,0
sum-of-mutated-array-closest-to-target,Medium,922,123,0
number-of-paths-with-max-score,Hard,409,21,0
deepest-leaves-sum,Medium,3910,104,0
find-the-team-size,Easy,275,15,0
all-elements-in-two-binary-search-trees,Medium,2595,76,0
jump-game-iii,Medium,3326,81,0
verbal-arithmetic-puzzle,Hard,395,102,0
running-total-for-different-genders,Medium,176,50,0
xor-queries-of-a-subarray,Medium,1161,36,0
get-watched-videos-by-your-friends,Medium,267,340,0
minimum-insertion-steps-to-make-a-string-palindrome,Hard,2778,34,0
matrix-block-sum,Medium,1994,311,0
sum-of-nodes-with-even-valued-grandparent,Medium,2207,66,0
distinct-echo-substrings,Hard,250,184,0
minimum-flips-to-make-a-or-b-equal-to-c,Medium,558,43,0
number-of-operations-to-make-network-connected,Medium,2917,36,0
minimum-distance-to-type-a-word-using-two-fingers,Hard,878,31,0
restaurant-growth,Medium,329,53,0
ads-performance,Easy,217,54,0
print-words-vertically,Medium,589,100,0
delete-leaves-with-a-given-value,Medium,1824,32,0
minimum-number-of-taps-to-open-to-water-a-garden,Hard,1837,120,0
list-the-products-ordered-in-a-period,Easy,98,22,0
break-a-palindrome,Medium,1980,676,0
sort-the-matrix-diagonally,Medium,2955,213,0
reverse-subarray-to-maximize-array-value,Hard,389,36,0
remove-palindromic-subsequences,Easy,1438,1582,0
filter-restaurants-by-vegan-friendly-price-and-distance,Medium,254,195,0
find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,Medium,1673,66,0
minimum-difficulty-of-a-job-schedule,Hard,2431,225,0
number-of-transactions-per-visit,Hard,77,274,0
maximum-product-of-splitted-binary-tree,Medium,2681,97,0
jump-game-v,Hard,871,31,0
movie-rating,Medium,131,74,0
number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,Medium,915,72,0
angle-between-hands-of-a-clock,Medium,1109,221,0
jump-game-iv,Hard,2152,83,0
minimum-number-of-steps-to-make-two-strings-anagram,Medium,1617,75,0
tweet-counts-per-frequency,Medium,139,236,0
maximum-students-taking-exam,Hard,670,12,0
students-with-invalid-departments,Easy,153,9,0
product-of-the-last-k-numbers,Medium,1170,59,0
maximum-number-of-events-that-can-be-attended,Medium,2230,298,0
construct-target-array-with-multiple-sums,Hard,1954,156,0
activity-participants,Medium,113,47,0
apply-discount-every-n-orders,Medium,138,187,0
number-of-substrings-containing-all-three-characters,Medium,1951,34,0
count-all-valid-pickup-and-delivery-options,Hard,1678,150,0
validate-binary-tree-nodes,Medium,992,292,0
closest-divisors,Medium,235,91,0
largest-multiple-of-three,Hard,494,65,0
number-of-trusted-contacts-of-a-customer,Medium,68,322,0
rank-teams-by-votes,Medium,1051,113,0
linked-list-in-binary-tree,Medium,1809,58,0
minimum-cost-to-make-at-least-one-valid-path-in-a-grid,Hard,1391,13,0
get-the-second-most-recent-activity,Hard,132,12,0
find-the-longest-substring-containing-vowels-in-even-counts,Medium,1324,47,0
longest-zigzag-path-in-a-binary-tree,Medium,1400,25,0
maximum-sum-bst-in-binary-tree,Hard,1819,152,0
number-of-times-binary-string-is-prefix-aligned,Medium,796,122,0
time-needed-to-inform-all-employees,Medium,2454,158,0
frog-position-after-t-seconds,Hard,578,119,0
replace-employee-id-with-the-unique-identifier,Easy,84,33,0
design-a-stack-with-increment-operation,Medium,1471,79,0
balance-a-binary-search-tree,Medium,2358,61,0
