name,difficulty,likes,disslikes,isSolved
minimum-time-for-k-virus-variants-to-spread,Hard,24,6,0
check-if-move-is-legal,Medium,98,203,0
minimum-total-space-wasted-with-k-resizing-operations,Medium,465,39,0
maximum-product-of-the-length-of-two-palindromic-substrings,Hard,177,35,0
remove-stones-to-minimize-the-total,Medium,419,27,0
minimum-number-of-swaps-to-make-the-string-balanced,Medium,1201,42,0
find-the-longest-valid-obstacle-course-at-each-position,Hard,439,6,0
employees-with-missing-information,Easy,423,26,0
binary-searchable-numbers-in-an-unsorted-array,Medium,52,6,0
array-with-elements-not-equal-to-average-of-neighbors,Medium,379,27,0
minimum-non-zero-product-of-the-array-elements,Medium,167,317,0
last-day-where-you-can-still-cross,Hard,551,11,0
find-if-path-exists-in-graph,Easy,1745,93,0
first-and-last-call-on-the-same-day,Hard,100,34,0
count-nodes-equal-to-sum-of-descendants,Medium,125,3,0
maximum-matrix-sum,Medium,415,18,0
number-of-ways-to-arrive-at-destination,Medium,1484,45,0
number-of-ways-to-separate-numbers,Hard,351,45,0
employees-whose-manager-left-the-company,Easy,43,7,0
find-unique-binary-string,Medium,779,34,0
minimize-the-difference-between-target-and-chosen-elements,Medium,678,119,0
find-array-given-subset-sums,Hard,416,32,0
widest-pair-of-indices-with-equal-range-sum,Medium,64,0,0
minimum-difference-between-highest-and-lowest-of-k-scores,Easy,576,93,0
find-the-kth-largest-integer-in-the-array,Medium,795,100,0
minimum-number-of-work-sessions-to-finish-the-tasks,Medium,800,53,0
number-of-unique-good-subsequences,Hard,522,9,0
find-cutoff-score-for-each-school,Medium,61,111,0
maximum-number-of-people-that-can-be-caught-in-tag,Medium,54,8,0
count-the-number-of-experiments,Medium,12,139,0
find-all-groups-of-farmland,Medium,588,21,0
operations-on-tree,Medium,303,53,0
the-number-of-good-subsets,Hard,323,9,0
the-number-of-weak-characters-in-the-game,Medium,2713,87,0
first-day-where-you-have-been-in-all-the-rooms,Medium,408,70,0
gcd-sort-of-an-array,Hard,368,8,0
smallest-greater-multiple-made-of-two-digits,Medium,23,3,0
number-of-pairs-of-interchangeable-rectangles,Medium,310,27,0
maximum-product-of-the-length-of-two-palindromic-subsequences,Medium,615,40,0
smallest-missing-genetic-value-in-each-subtree,Hard,349,19,0
the-number-of-seniors-and-juniors-to-join-the-company,Hard,78,11,0
subtree-removal-game-with-fibonacci-tree,Hard,11,34,0
maximum-earnings-from-taxi,Medium,888,17,0
minimum-number-of-operations-to-make-array-continuous,Hard,631,7,0
the-number-of-seniors-and-juniors-to-join-the-company-ii,Hard,20,9,0
sum-of-beauty-in-the-array,Medium,423,41,0
detect-squares,Medium,582,160,0
longest-subsequence-repeated-k-times,Hard,318,63,0
average-height-of-buildings-in-each-segment,Medium,36,22,0
grid-game,Medium,567,16,0
check-if-word-can-be-placed-in-crossword,Medium,227,268,0
the-score-of-students-solving-math-expression,Hard,197,70,0
number-of-accounts-that-did-not-stream,Medium,18,159,0
brightest-position-on-street,Medium,106,2,0
number-of-pairs-of-strings-with-concatenation-equal-to-target,Medium,461,43,0
maximize-the-confusion-of-an-exam,Medium,783,18,0
maximum-number-of-ways-to-partition-an-array,Hard,363,37,0
low-quality-problems,Easy,27,9,0
find-missing-observations,Medium,330,18,0
stone-game-ix,Medium,184,240,0
smallest-k-length-subsequence-with-occurrences-of-a-letter,Hard,351,9,0
count-subarrays-with-more-ones-than-zeros,Medium,126,12,0
minimum-operations-to-make-a-uni-value-grid,Medium,434,33,0
stock-price-fluctuation,Medium,872,48,0
partition-array-into-two-arrays-to-minimize-sum-difference,Hard,1631,93,0
maximum-alternating-subarray-sum,Medium,69,4,0
remove-colored-pieces-if-both-neighbors-are-the-same-color,Medium,348,32,0
the-time-when-the-network-becomes-idle,Medium,466,30,0
kth-smallest-product-of-two-sorted-arrays,Hard,487,29,0
accepted-candidates-from-the-interviews,Medium,30,24,0
simple-bank-system,Medium,148,156,0
count-number-of-maximum-bitwise-or-subsets,Medium,419,15,0
second-minimum-time-to-reach-destination,Hard,508,7,0
sort-linked-list-already-sorted-using-absolute-values,Medium,109,1,0
number-of-valid-words-in-a-sentence,Easy,199,629,0
next-greater-numerically-balanced-number,Medium,146,253,0
count-nodes-with-the-highest-score,Medium,707,41,0
parallel-courses-iii,Hard,552,17,0
the-category-of-each-member-in-the-store,Medium,36,6,0
minimum-cost-to-separate-sentence-into-rows,Medium,34,11,0
two-best-non-overlapping-events,Medium,576,14,0
plates-between-candles,Medium,788,30,0
number-of-valid-move-combinations-on-chessboard,Hard,47,240,0
find-the-minimum-and-maximum-number-of-nodes-between-critical-points,Medium,408,15,0
minimum-operations-to-convert-number,Medium,501,26,0
check-if-an-original-string-exists-given-two-encoded-strings,Hard,247,119,0
number-of-spaces-cleaning-robot-cleaned,Medium,68,19,0
vowels-of-all-substrings,Medium,584,20,0
minimized-maximum-of-products-distributed-to-any-store,Medium,642,23,0
maximum-path-quality-of-a-graph,Hard,450,33,0
account-balance,Medium,52,2,0
number-of-equal-count-substrings,Medium,76,6,0
walking-robot-simulation-ii,Medium,131,262,0
most-beautiful-item-for-each-query,Medium,426,11,0
maximum-number-of-tasks-you-can-assign,Hard,362,15,0
the-winner-university,Easy,44,2,0
reverse-nodes-in-even-length-groups,Medium,376,256,0
decode-the-slanted-ciphertext,Medium,199,39,0
process-restricted-friend-requests,Hard,479,12,0
paths-in-maze-that-lead-to-same-room,Medium,82,5,0
watering-plants,Medium,602,42,0
range-frequency-queries,Medium,472,22,0
sum-of-k-mirror-numbers,Hard,100,139,0
the-number-of-rich-customers,Easy,24,16,0
substrings-that-begin-and-end-with-the-same-letter,Medium,93,4,0
drop-type-1-orders-for-customers-with-type-0-orders,Medium,53,12,0
minimum-number-of-food-buckets-to-feed-the-hamsters,Medium,410,18,0
minimum-cost-homecoming-of-a-robot-in-a-grid,Medium,471,72,0
count-fertile-pyramids-in-a-land,Hard,256,8,0
k-radius-subarray-averages,Medium,421,16,0
removing-minimum-and-maximum-from-array,Medium,631,33,0
find-all-people-with-secret,Hard,651,25,0
minimum-cost-to-reach-city-with-discounts,Medium,131,8,0
step-by-step-directions-from-a-binary-tree-node-to-another,Medium,1860,94,0
valid-arrangement-of-pairs,Hard,350,15,0
subsequence-of-size-k-with-the-largest-even-sum,Medium,55,2,0
find-good-days-to-rob-the-bank,Medium,630,34,0
detonate-the-maximum-bombs,Medium,866,65,0
sequentially-ordinal-rank-tracker,Hard,284,35,0
sum-of-subarray-ranges,Medium,1513,83,0
watering-plants-ii,Medium,189,140,0
maximum-fruits-harvested-after-at-most-k-steps,Hard,408,15,0
number-of-unique-flavors-after-sharing-k-candies,Medium,56,2,0
adding-spaces-to-a-string,Medium,363,38,0
number-of-smooth-descent-periods-of-a-stock,Medium,486,19,0
minimum-operations-to-make-the-array-k-increasing,Hard,583,10,0
the-airport-with-the-most-traffic,Medium,36,6,0
elements-in-array-after-removing-and-replacing-elements,Medium,45,5,0
find-all-possible-recipes-from-given-supplies,Medium,1303,74,0
check-if-a-parentheses-string-can-be-valid,Medium,782,26,0
abbreviating-the-product-of-a-range,Hard,69,117,0
build-the-equation,Hard,13,25,0
execution-of-all-suffix-instructions-staying-in-a-grid,Medium,380,37,0
intervals-between-identical-elements,Medium,670,27,0
recover-the-original-array,Hard,309,28,0
minimum-operations-to-remove-adjacent-ones-in-matrix,Hard,36,7,0
number-of-laser-beams-in-a-bank,Medium,581,54,0
destroying-asteroids,Medium,303,139,0
maximum-employees-to-be-invited-to-a-meeting,Hard,722,13,0
remove-all-ones-with-row-and-column-flips,Medium,423,165,0
maximum-twin-sum-of-a-linked-list,Medium,1383,38,0
longest-palindrome-by-concatenating-two-letter-words,Medium,2027,39,0
stamping-the-grid,Hard,300,30,0
minimum-swaps-to-group-all-1s-together-ii,Medium,820,12,0
count-words-obtained-after-adding-a-letter,Medium,553,128,0
earliest-possible-day-of-full-bloom,Hard,1329,73,0
pour-water-between-buckets-to-make-water-levels-equal,Medium,72,5,0
minimum-moves-to-reach-target-score,Medium,721,12,0
solving-questions-with-brainpower,Medium,708,14,0
maximum-running-time-of-n-computers,Hard,574,13,0
the-number-of-passengers-in-each-bus-i,Medium,67,8,0
choose-numbers-from-two-arrays-in-range,Hard,24,4,0
count-the-hidden-sequences,Medium,416,42,0
k-highest-ranked-items-within-a-price-range,Medium,358,135,0
number-of-ways-to-divide-a-long-corridor,Hard,286,25,0
rearrange-array-elements-by-sign,Medium,1068,61,0
find-all-lonely-numbers-in-the-array,Medium,389,44,0
maximum-good-people-based-on-statements,Hard,381,71,0
minimum-number-of-lines-to-cover-points,Medium,42,8,0
the-number-of-passengers-in-each-bus-ii,Hard,47,22,0
all-divisions-with-the-highest-score-of-a-binary-array,Medium,398,11,0
find-substring-with-given-hash-value,Hard,360,360,0
groups-of-strings,Hard,348,45,0
amount-of-new-area-painted-each-day,Hard,324,35,0
order-two-columns-independently,Medium,42,15,0
partition-array-according-to-given-pivot,Medium,626,46,0
minimum-cost-to-set-cooking-time,Medium,169,561,0
minimum-difference-in-sums-after-removal-of-elements,Hard,507,13,0
smallest-value-of-the-rearranged-number,Medium,463,13,0
design-bitset,Medium,464,43,0
minimum-time-to-remove-all-cars-containing-illegal-goods,Hard,575,10,0
unique-substrings-with-equal-digit-frequency,Medium,50,5,0
minimum-operations-to-make-the-array-alternating,Medium,467,298,0
removing-minimum-number-of-magic-beans,Medium,660,39,0
maximum-and-sum-of-array,Hard,365,19,0
longest-winning-streak,Hard,65,2,0
remove-all-ones-with-row-and-column-flips-ii,Medium,71,20,0
the-change-in-global-rankings,Medium,21,9,0
find-three-consecutive-integers-that-sum-to-a-given-number,Medium,459,146,0
maximum-split-of-positive-even-integers,Medium,608,63,0
count-good-triplets-in-an-array,Hard,441,15,0
merge-nodes-in-between-zeros,Medium,1015,20,0
construct-string-with-repeat-limit,Medium,481,29,0
count-array-pairs-divisible-by-k,Hard,610,31,0
number-of-ways-to-build-sturdy-brick-wall,Medium,112,70,0
minimum-number-of-steps-to-make-two-strings-anagram-ii,Medium,371,9,0
minimum-time-to-complete-trips,Medium,776,44,0
minimum-time-to-finish-the-race,Hard,446,18,0
number-of-ways-to-build-house-of-cards,Medium,50,6,0
sort-the-jumbled-numbers,Medium,291,38,0
all-ancestors-of-a-node-in-a-directed-acyclic-graph,Medium,692,9,0
minimum-number-of-moves-to-make-palindrome,Hard,613,61,0
append-k-integers-with-minimal-sum,Medium,488,260,0
create-binary-tree-from-descriptions,Medium,658,15,0
replace-non-coprime-numbers-in-array,Hard,341,9,0
number-of-single-divisor-triplets,Medium,19,6,0
finding-the-topic-of-each-post,Hard,22,10,0
find-all-k-distant-indices-in-an-array,Easy,286,47,0
count-artifacts-that-can-be-extracted,Medium,155,168,0
maximize-the-topmost-element-after-k-moves,Medium,413,249,0
minimum-weighted-subgraph-with-the-required-paths,Hard,519,14,0
distance-to-a-cycle-in-undirected-graph,Hard,70,7,0
the-number-of-users-that-are-eligible-for-discount,Easy,16,47,0
maximize-number-of-subsequences-in-a-string,Medium,352,20,0
minimum-operations-to-halve-array-sum,Medium,315,13,0
minimum-white-tiles-after-covering-with-carpets,Hard,394,16,0
count-collisions-on-a-road,Medium,403,189,0
maximum-points-in-an-archery-competition,Medium,362,35,0
longest-substring-of-one-repeating-character,Hard,210,78,0
minimum-health-to-beat-game,Medium,221,134,0
minimum-deletions-to-make-array-beautiful,Medium,532,82,0
find-palindrome-with-fixed-length,Medium,464,196,0
maximum-value-of-k-coins-from-piles,Hard,692,11,0
maximum-sum-score-of-array,Medium,45,13,0
number-of-ways-to-select-buildings,Medium,703,29,0
sum-of-scores-of-built-strings,Hard,169,168,0
find-players-with-zero-or-one-losses,Medium,1232,86,0
maximum-candies-allocated-to-k-children,Medium,578,28,0
encrypt-and-decrypt-strings,Hard,267,48,0
users-with-two-purchases-within-seven-days,Medium,35,6,0
check-if-an-array-is-consecutive,Easy,55,7,0
the-users-that-are-eligible-for-discount,Easy,11,22,0
minimize-result-by-adding-parentheses-to-expression,Medium,154,283,0
maximum-product-after-k-increments,Medium,473,34,0
maximum-total-beauty-of-the-gardens,Hard,327,32,0
count-positions-on-street-with-required-brightness,Medium,45,5,0
number-of-times-a-driver-was-a-passenger,Medium,38,2,0
number-of-ways-to-buy-pens-and-pencils,Medium,293,19,0
design-an-atm-machine,Medium,152,220,0
maximum-score-of-a-node-sequence,Hard,418,9,0
minimum-rounds-to-complete-all-tasks,Medium,513,12,0
maximum-trailing-zeros-in-a-cornered-path,Medium,140,354,0
longest-path-with-different-adjacent-characters,Hard,581,14,0
maximum-cost-of-trip-with-k-highways,Hard,41,0,0
count-lattice-points-inside-a-circle,Medium,165,190,0
count-number-of-rectangles-containing-each-point,Medium,372,119,0
number-of-flowers-in-full-bloom,Hard,441,10,0
dynamic-pivoting-of-a-table,Hard,17,5,0
dynamic-unpivoting-of-a-table,Hard,8,5,0
design-video-sharing-platform,Hard,40,4,0
minimum-average-difference,Medium,1305,150,0
count-unguarded-cells-in-the-grid,Medium,321,30,0
escape-the-spreading-fire,Hard,465,17,0
minimum-consecutive-cards-to-pick-up,Medium,525,16,0
k-divisible-elements-subarrays,Medium,380,119,0
total-appeal-of-a-string,Hard,759,17,0
make-array-non-decreasing-or-non-increasing,Hard,51,3,0
count-nodes-equal-to-average-of-subtree,Medium,876,19,0
count-number-of-texts,Medium,630,20,0
check-if-there-is-a-valid-parentheses-string-path,Hard,409,4,0
minimum-number-of-keypresses,Medium,130,23,0
number-of-ways-to-split-array,Medium,346,30,0
maximum-white-tiles-covered-by-a-carpet,Medium,599,36,0
substring-with-largest-variance,Hard,627,77,0
maximum-consecutive-floors-without-special-floors,Medium,273,26,0
largest-combination-with-bitwise-and-greater-than-zero,Medium,397,11,0
count-integers-in-intervals,Hard,398,50,0
closest-node-to-path-in-tree,Hard,76,1,0
maximum-bags-with-full-capacity-of-rocks,Medium,424,18,0
minimum-lines-to-represent-a-line-chart,Medium,253,432,0
sum-of-total-strength-of-wizards,Hard,843,75,0
number-of-people-that-can-be-seen-in-a-grid,Medium,39,15,0
sender-with-largest-word-count,Medium,282,22,0
maximum-total-importance-of-roads,Medium,485,16,0
booking-concert-tickets-in-groups,Hard,224,45,0
apply-discount-to-prices,Medium,132,965,0
steps-to-make-array-non-decreasing,Medium,923,103,0
minimum-obstacle-removal-to-reach-corner,Hard,642,13,0
maximum-profit-from-trading-stocks,Medium,83,1,0
products-with-three-or-more-orders-in-two-consecutive-years,Medium,34,17,0
partition-array-such-that-maximum-difference-is-k,Medium,490,16,0
replace-elements-in-an-array,Medium,427,21,0
jump-game-viii,Medium,54,7,0
tasks-count-in-the-weekend,Medium,22,7,0
successful-pairs-of-spells-and-potions,Medium,409,12,0
match-substring-after-replacement,Hard,303,67,0
count-subarrays-with-score-less-than-k,Hard,643,14,0
calculate-amount-paid-in-taxes,Easy,158,203,0
minimum-path-cost-in-a-grid,Medium,542,81,0
fair-distribution-of-cookies,Medium,705,38,0
naming-a-company,Hard,335,18,0
check-for-contradictions-in-equations,Hard,19,12,0
arrange-table-by-gender,Medium,34,9,0
sum-of-numbers-with-units-digit-k,Medium,287,276,0
longest-binary-subsequence-less-than-or-equal-to-k,Medium,534,40,0
selling-pieces-of-wood,Hard,426,8,0
minimum-flips-in-binary-tree-to-get-result,Hard,35,0,0
the-first-day-of-the-maximum-recorded-degree-in-each-city,Medium,25,2,0
count-unreachable-pairs-of-nodes-in-an-undirected-graph,Medium,504,14,0
maximum-xor-after-operations,Medium,353,129,0
number-of-distinct-roll-sequences,Hard,346,12,0
count-number-of-ways-to-place-houses,Medium,405,179,0
maximum-score-of-spliced-array,Hard,611,9,0
minimum-score-after-removals-on-a-tree,Hard,340,12,0
find-minimum-time-to-finish-all-jobs-ii,Medium,20,7,0
product-sales-analysis-iv,Medium,22,1,0
spiral-matrix-iv,Medium,389,18,0
number-of-people-aware-of-a-secret,Medium,557,95,0
number-of-increasing-paths-in-a-grid,Hard,589,14,0
product-sales-analysis-v,Easy,13,5,0
valid-palindrome-iv,Medium,41,14,0
the-latest-time-to-catch-a-bus,Medium,249,576,0
minimum-sum-of-squared-difference,Medium,458,29,0
subarray-with-elements-greater-than-varying-threshold,Hard,388,5,0
smallest-number-in-infinite-set,Medium,296,26,0
move-pieces-to-obtain-a-string,Medium,487,36,0
count-the-number-of-ideal-arrays,Hard,354,23,0
all-the-matches-of-the-league,Easy,21,3,0
minimum-adjacent-swaps-to-make-a-valid-array,Medium,61,11,0
max-sum-of-a-pair-with-equal-sum-of-digits,Medium,433,7,0
query-kth-smallest-trimmed-number,Medium,188,347,0
minimum-deletions-to-make-array-divisible,Hard,385,106,0
finding-the-number-of-visible-mountains,Medium,54,19,0
compute-the-rank-as-a-percentage,Medium,14,38,0
best-poker-hand,Easy,231,13,0
number-of-zero-filled-subarrays,Medium,351,12,0
design-a-number-container-system,Medium,265,17,0
shortest-impossible-sequence-of-rolls,Hard,477,37,0
equal-row-and-column-pairs,Medium,361,11,0
design-a-food-rating-system,Medium,405,88,0
number-of-excellent-pairs,Hard,469,15,0
maximum-number-of-books-you-can-take,Hard,115,12,0
number-of-unique-subjects-taught-by-each-teacher,Easy,21,4,0
maximum-number-of-groups-entering-a-competition,Medium,399,77,0
find-closest-node-to-given-two-nodes,Medium,409,86,0
longest-cycle-in-a-graph,Hard,617,8,0
minimum-costs-using-the-train-line,Hard,63,12,0
generate-the-invoice,Hard,13,17,0
count-number-of-bad-pairs,Medium,595,17,0
task-scheduler-ii,Medium,347,24,0
minimum-replacements-to-sort-the-array,Hard,394,7,0
reachable-nodes-with-restrictions,Medium,384,18,0
check-if-there-is-a-valid-partition-for-the-array,Medium,470,91,0
longest-ideal-subsequence,Medium,574,18,0
minimize-maximum-value-in-a-grid,Hard,30,1,0
calculate-the-influence-of-each-salesperson,Medium,16,4,0
largest-local-values-in-a-matrix,Easy,368,33,0
node-with-highest-edge-score,Medium,284,23,0
construct-smallest-number-from-di-string,Medium,580,20,0
count-special-integers,Hard,410,29,0
sort-the-olympic-table,Easy,18,1,0
choose-edges-to-maximize-score-in-a-tree,Medium,26,5,0
minimum-recolors-to-get-k-consecutive-black-blocks,Easy,389,13,0
time-needed-to-rearrange-a-binary-string,Medium,312,88,0
shifting-letters-ii,Medium,510,17,0
maximum-segment-sum-after-removals,Hard,336,4,0
minimum-hours-of-training-to-win-a-competition,Easy,213,212,0
largest-palindromic-number,Medium,401,168,0
amount-of-time-for-binary-tree-to-be-infected,Medium,757,11,0
find-the-k-sum-of-an-array,Hard,416,12,0
median-of-a-row-wise-sorted-matrix,Medium,32,3,0
change-null-values-in-a-table-to-the-previous-value,Medium,29,10,0
longest-subsequence-with-limited-sum,Easy,439,55,0
removing-stars-from-a-string,Medium,535,30,0
minimum-amount-of-time-to-collect-garbage,Medium,420,44,0
build-a-matrix-with-conditions,Hard,575,3,0
count-strictly-increasing-subarrays,Medium,53,0,0
employees-with-deductions,Medium,13,19,0
find-subarrays-with-equal-sum,Easy,279,12,0
strictly-palindromic-number,Medium,247,670,0
maximum-rows-covered-by-columns,Medium,187,335,0
maximum-number-of-robots-within-budget,Hard,538,10,0
check-distances-between-same-letters,Easy,270,18,0
number-of-ways-to-reach-a-position-after-exactly-k-steps,Medium,462,49,0
longest-nice-subarray,Medium,656,14,0
meeting-rooms-iii,Hard,404,26,0
minimum-time-to-kill-all-monsters,Hard,21,3,0
most-frequent-even-element,Easy,446,12,0
optimal-partition-of-string,Medium,380,16,0
divide-intervals-into-minimum-number-of-groups,Medium,516,7,0
longest-increasing-subsequence-ii,Hard,471,19,0
design-sql,Medium,14,25,0
count-days-spent-together,Easy,177,503,0
maximum-matching-of-players-with-trainers,Medium,243,9,0
smallest-subarrays-with-maximum-bitwise-or,Medium,364,18,0
minimum-money-required-before-transactions,Hard,298,30,0
smallest-even-multiple,Easy,363,32,0
length-of-the-longest-alphabetical-continuous-substring,Medium,266,21,0
reverse-odd-levels-of-binary-tree,Medium,523,18,0
sum-of-prefix-scores-of-strings,Hard,471,38,0
closest-fair-integer,Medium,19,8,0
sort-the-people,Easy,549,4,0
longest-subarray-with-maximum-bitwise-and,Medium,298,24,0
find-all-good-indices,Medium,443,24,0
number-of-good-paths,Hard,528,15,0
merge-operations-to-turn-array-into-a-palindrome,Medium,35,2,0
remove-letter-to-equalize-frequency,Easy,270,610,0
longest-uploaded-prefix,Medium,212,13,0
bitwise-xor-of-all-pairings,Medium,247,8,0
number-of-pairs-satisfying-inequality,Hard,286,4,0
number-of-common-factors,Easy,278,3,0
maximum-sum-of-an-hourglass,Medium,256,25,0
minimize-xor,Medium,294,16,0
maximum-deletions-on-a-string,Hard,337,37,0
maximize-total-tastiness-of-purchased-fruits,Medium,37,0,0
the-employee-that-worked-on-the-longest-task,Easy,176,41,0
find-the-original-array-of-prefix-xor,Medium,300,16,0
using-a-robot-to-print-the-lexicographically-smallest-string,Medium,484,122,0
paths-in-matrix-whose-sum-is-divisible-by-k,Hard,490,19,0
minimum-split-into-subarrays-with-gcd-greater-than-one,Medium,19,7,0
number-of-valid-clock-times,Easy,146,148,0
range-product-queries-of-powers,Medium,216,39,0
minimize-maximum-of-array,Medium,374,47,0
create-components-with-same-value,Hard,239,2,0
largest-positive-integer-that-exists-with-its-negative,Easy,263,3,0
count-number-of-distinct-integers-after-reverse-operations,Medium,282,27,0
sum-of-number-and-its-reverse,Medium,176,235,0
count-subarrays-with-fixed-bounds,Hard,558,10,0
number-of-nodes-with-value-one,Medium,35,1,0
determine-if-two-events-have-conflict,Easy,214,36,0
number-of-subarrays-with-gcd-equal-to-k,Medium,270,52,0
minimum-cost-to-make-array-equal,Hard,498,10,0
minimum-number-of-operations-to-make-arrays-similar,Hard,256,10,0
number-of-distinct-binary-strings-after-applying-operations,Medium,20,4,0
odd-string-difference,Easy,189,67,0
words-within-two-edits-of-dictionary,Medium,166,8,0
destroy-sequential-targets,Medium,302,11,0
next-greater-element-iv,Hard,343,2,0
average-value-of-even-numbers-that-are-divisible-by-three,Easy,171,13,0
most-popular-video-creator,Medium,167,303,0
minimum-addition-to-make-integer-beautiful,Medium,381,19,0
height-of-binary-tree-after-subtree-removal-queries,Hard,362,10,0
sort-array-by-moving-items-to-empty-space,Hard,16,0,0
apply-operations-to-an-array,Easy,255,12,0
maximum-sum-of-distinct-subarrays-with-length-k,Medium,466,5,0
total-cost-to-hire-k-workers,Medium,360,53,0
minimum-total-distance-traveled,Hard,303,3,0
minimum-subarrays-in-a-valid-split,Medium,15,2,0
number-of-distinct-averages,Easy,160,12,0
count-ways-to-build-good-strings,Medium,270,19,0
most-profitable-path-in-a-tree,Medium,250,24,0
split-message-based-on-limit,Hard,65,85,0
convert-the-temperature,Easy,163,109,0
number-of-subarrays-with-lcm-equal-to-k,Medium,235,23,0
minimum-number-of-operations-to-sort-a-binary-tree-by-level,Medium,302,8,0
maximum-number-of-non-overlapping-palindrome-substrings,Hard,271,7,0
minimum-cost-to-buy-apples,Medium,25,0,0
customers-with-strictly-increasing-purchases,Hard,10,2,0
number-of-unequal-triplets-in-array,Easy,168,12,0
closest-nodes-queries-in-a-binary-search-tree,Medium,234,74,0
minimum-fuel-cost-to-report-to-the-capital,Medium,351,9,0
number-of-beautiful-partitions,Hard,203,11,0
maximum-xor-of-two-non-overlapping-subtrees,Hard,15,2,0
form-a-chemical-bond,Easy,6,3,0
minimum-cuts-to-divide-a-circle,Easy,94,22,0
difference-between-ones-and-zeros-in-row-and-column,Medium,154,8,0
minimum-penalty-for-a-shop,Medium,197,3,0
count-palindromic-subsequences,Hard,216,7,0
find-the-pivot-integer,Easy,181,4,0
append-characters-to-string-to-make-subsequence,Medium,183,7,0
remove-nodes-from-linked-list,Medium,305,4,0
count-subarrays-with-median-k,Hard,311,5,0
number-of-substrings-with-fixed-ratio,Medium,17,0,0
circular-sentence,Easy,157,1,0
divide-players-into-teams-of-equal-skill,Medium,203,1,0
minimum-score-of-a-path-between-two-cities,Medium,226,33,0
divide-nodes-into-the-maximum-number-of-groups,Hard,196,13,0
merge-overlapping-events-in-the-same-hall,Hard,7,1,0
number-of-subarrays-having-even-product,Medium,24,0,0
maximum-value-of-a-string-in-an-array,Easy,96,0,0
maximum-star-sum-of-a-graph,Medium,139,12,0
frog-jump-ii,Medium,168,40,0
minimum-total-cost-to-make-arrays-unequal,Hard,92,4,0
delete-greatest-value-in-each-row,Easy,122,7,0
longest-square-streak-in-an-array,Medium,202,2,0
design-memory-allocator,Medium,106,55,0
maximum-number-of-points-from-grid-queries,Hard,210,8,0
concatenate-the-name-and-the-profession,Easy,6,1,0